Title;Authors;PMID;Include;Reason for exclusion;Publishing year;Publishing month;Submission year;Submission month;Research data;Healthcare data;ICD-10 chapter;COVID-19 research;First author;Senior author;Data source;Data origin;Time-to-Publication
Prediction and Visualisation of Bony Impingement for Subject Specific Total Hip Arthroplasty().;Palit A and King R and Gu Y and Pierrepont J and Hart Z and Elliott MT and Williams MA;31946321;No (excluded in title and abstract screening);No tabular data;2019;7;na;na;No;Yes;;;;;;;
An advanced self-care delivery model for leg ulcer management: a service evaluation.;Hallas-Hoyes L and Williamson S and Kerr A and Andrews T and Calladine L;34554835;No (excluded in full-paper screening);No access;2021;9;na;na;No;Yes;;;GB;GB;;;
Investigation of dual antiplatelet therapy after coronary stenting in patients with chronic kidney disease.;Kao CC and Wu MS and Chuang MT and Lin YC and Huang CY and Chang WC and Chen CW and Chang TH;34347826;Yes;;2021;;2021;4;No;Yes;14;No;TW;TW;Taipei Medical University Hospital;TW;
Use of algorithms for identifying patients in a German claims database: learnings from a lung cancer case.;Neugebauer S and Griesinger F and Dippel S and Heidenreich S and Gruber N and Chruscz D and Lempfert S and Kaskel P;35765059;Yes;;2022;6;2021;2;No;Yes;2;No;DE;DE;InGef;DE;16.0
An animal health example of managing and analyzing a large volume of data on a PC: Modeling body weight and age of over 13 million cats for explanatory and predictive purposes.;Campigotto A and Bernardo T and Stone E and Stacey D and Poljak Z;31733427;No (excluded in title and abstract screening);No medical research (no new insights with direct relevance to health);2020;1;2019;6;No;Yes;;;;;;;7.0
Practice patterns and outcomes with the use of regorafenib in metastatic colorectal cancer: Results from the Regorafenib in Metastatic colorectal cancer - An Indian exploratory analysis study.;Ramaswamy A and Ostwal V and Pande N and Sharma A and Patil S and Thippeswamy R and Ghadyalpatil N and Roy R and Peshwe H and Poladia B and Rajamanickam D and Rangarajan B and Neelesh Reddy PR and Pandita V and Mukherjee A and Thoke A and Sarkar A and Satish CT and Shashidara H and Banavali SD;30766846;Yes;;2019;1;na;na;No;Yes;2;No;IN;IN;Multiple;IN;
Long term miscarriage-related hypertension and diabetes mellitus. Evidence from a United Kingdom population-based cohort study.;Okoth K and Subramanian A and Chandan JS and Adderley NJ and Thomas GN and Nirantharakumar K and Antza C;35061706;Yes;;2022;;2021;6;Yes;Yes;15;No;GB;GB;IQVIA;GB;
Epilepsy and mortality: a retrospective cohort analysis with a nested case-control study identifying causes and risk factors from primary care and linkage-derived data.;Wojewodka G and Gulliford MC and Ashworth M and Richardson MP and Ridsdale L;34697121;Yes;;2021;10;na;na;Yes;Yes;6;No;GB;GB;Clinical Practice Research Datalink;GB;
Using routinely recorded data in a UK RCT: a comparison to standard prospective data collection methods.;Powell GA and Bonnett LJ and Smith CT and Hughes DA and Williamson PR and Marson AG;34225782;Yes;;2021;7;2020;8;No;Yes;6;No;GB;GB;SAIL Databank;GB;11.0
At-risk registers integrated into primary care to stop asthma crises in the UK (ARRISA-UK): study protocol for a pragmatic, cluster randomised trial with nested health economic and process evaluations.;Smith JR and Musgrave S and Payerne E and Noble M and Sims EJ and Clark AB and Barton G and Pinnock H and Sheikh A and Wilson AM;30157917;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2018;8;2018;3;No;Yes;;;;;;;5.0
Artificial Intelligence in Dermatology: A Threat or an Opportunity?;Martorell A and Martin-Gorgojo A and Ríos-Viñuela E and Rueda-Carnero JM and Alfageme F and Taberner R;35249709;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2022;1;2021;6;No;Yes;;;;;;;7.0
Defining the rate of, and factors influencing, radiographic progression of osteoarthritis of the canine hip joint.;Enomoto M and Baines EA and Roe SC and Marcellin-Little DJ and Lascelles BDX;34118160;No (excluded in title and abstract screening);No tabular data;2021;11;2020;12;No;Yes;;;;;;;11.0
Discovery of Knowledge in the Incidence of a Type of Lung Cancer for Patients through Data Mining Models.;Saleh Ibrahim Y and Muhammed Y and Al-Douri AT and Faisal MS and Mohamad AAH and Al-Husban A and Birhan M;35685154;Yes;;2022;;2022;4;No;Yes;2;No;IQ;ET;Not precisely specified;IQ;
Patterning in Patient Referral to and Uptake of a National Exercise Referral Scheme (NERS) in Wales From 2008 to 2017: A Data Linkage Study.;Morgan K and Rahman M and Moore G;32498367;Yes;;2020;6;2020;5;No;Yes;;No;GB;GB;SAIL Databank;GB;1.0
Re-examining physician-scientist training through the prism of the discovery-invention cycle.;Sarma GP and Levey A and Faundez V;32089830;No (excluded in title and abstract screening);No medical research (no new insights with direct relevance to health);2019;;na;na;No;Yes;;;;;;;
Real-world adverse events with niraparib 200 mg/day maintenance therapy in ovarian cancer: a retrospective study.;Gallagher JR and Heap KJ and Carroll S and Travers K and Harrow B and Westin SN;31707856;Yes;;2019;12;na;na;No;Yes;2;No;US;US;Multiple;US;
Laboratory reform counteracts the WHO hepatitis C elimination strategy in Germany.;Kramer J and Wolffram I and Früh U and Bätz O and Berg T and Wiegand J;31386783;Yes;;2019;12;2019;3;No;Yes;1;No;DE;DE;Multiple;DE;9.0
Cognitive DDx Assistant in Rare Diseases.;Reumann M and Giovannini A and Nadworny B and Auer C and Girardi I and Marchiori C;30441083;No (excluded in full-paper screening);No access;2018;7;na;na;No;Yes;;;;;;;
Prospective study feasibility: Screening of antenatal total abnormal pulmonary venous return.;Levêque C and Paret L and Cochet T and Joinau-Zoulovits F and Chantalat E and Vidal F and Vayssière C and David N;29240234;No (excluded in title and abstract screening);No tabular data;2018;1;2017;1;No;Yes;;;;;;;12.0
Hereditary hearing loss SNP-microarray pilot study.;Vona B and Hofrichter MAH and Schröder J and Shehata-Dieler W and Nanda I and Haaf T;29903040;No (excluded in title and abstract screening);No tabular data;2018;6;2018;3;No;Yes;;;;;;;3.0
Application of Data Mining to a Large Hearing-Aid Manufacturer's Dataset to Identify Possible Benefits for Clinicians, Manufacturers, and Users.;Mellor J and Stone MA and Keane J;29848201;Yes;;2018;1;na;na;No;Yes;8;;GB;GB;Not precisely specified;unknown;
Developing an AI-assisted clinical decision support system to enhance in-patient holistic health care.;Juang WC and Hsu MH and Cai ZX and Chen CM;36315554;Yes;;2022;10;2021;11;No;Yes;;No;TW;TW;Not precisely specified;TW;11.0
[Clinical Research Using the Large Health Insurance Claims Database].;Takekuma Y and Imai S and Sugawara M;35370187;No (excluded before screening);not English;2022;;na;na;No;Yes;;;;;;;
Patch test results with the European baseline series and additions thereof in the ESSCA network, 2015-2018.;Uter W and Bauer A and Belloni Fortina A and Bircher AJ and Brans R and Buhl T and Cooper SM and Czarnecka-Operacz M and Dickel H and Dugonik A and Geier J and Giménez-Arnau AM and Gonçalo M and Johansen JD and Johnston GA and Mahler V and Rustemeyer T and Sanchez-Perez J and Schuttelaar MLA and Simon D and Spiewak R and Valiukevičienė S and Weisshaar E and White IR and Wilkinson M;32945543;Yes;;2021;2;2020;7;No;Yes;12;No;DE;GB;Multiple;DE, AT, CH, DK, PT;7.0
Accelerating ophthalmic artificial intelligence research: the role of an open access data repository.;Kras A and Celi LA and Miller JB;32740059;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2020;9;na;na;No;Yes;;;;;;;
Pan-European Data Harmonization for Biobanks in ADOPT BBMRI-ERIC.;Mate S and Kampf M and Rödle W and Kraus S and Proynova R and Silander K and Ebert L and Lablans M and Schüttler C and Knell C and Eklund N and Hummel M and Holub P and Prokosch HU;31509880;No (excluded in title and abstract screening);No tabular data;2019;8;na;na;No;Yes;;;;;;;
Clinical profile of children and adolescents diagnosed with anorexia nervosa in Indian context.;Sravanti L and Velusamy AJP and Karki U and Kommu JVS and Girimaji SC;35299144;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2022;5;2022;1;No;Yes;;;;;;;4.0
Correlation analysis of the proportion of monocytic myeloid-derived suppressor cells in colorectal cancer patients.;Shirasuna K and Ito M and Matsuda T and Enomoto T and Ohara Y and Yamamoto M and Nishijima S and OCNohchi N and Kuromitsu S;33370317;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2020;;2020;5;No;Yes;;;;;;;
An open repository of real-time COVID-19 indicators.;Reinhart A and Brooks L and Jahja M and Rumack A and Tang J and Agrawal S and Al Saeed W and Arnold T and Basu A and Bien J and Cabrera ÁA and Chin A and Chua EJ and Clark B and Colquhoun S and DeFries N and Farrow DC and Forlizzi J and Grabman J and Gratzl S and Green A and Haff G and Han R and Harwood K and Hu AJ and Hyde R and Hyun S and Joshi A and Kim J and Kuznetsov A and La Motte-Kerr W and Lee YJ and Lee K and Lipton ZC and Liu MX and Mackey L and Mazaitis K and McDonald DJ and McGuinness P and Narasimhan B and O'Brien MP and Oliveira NL and Patil P and Perer A and Politsch CA and Rajanala S and Rucker D and Scott C and Shah NH and Shankar V and Sharpnack J and Shemetov D and Simon N and Smith BY and Srivastava V and Tan S and Tibshirani R and Tuzhilina E and Van Nortwick AK and Ventura V and Wasserman L and Weaver B and Weiss JC and Whitman S and Williams K and Rosenfeld R and Tibshirani RJ;34903654;No (excluded in title and abstract screening);No medical research (focus on data provision);2021;12;na;na;No;Yes;;;;;;;
HIV Status and Contraceptive Utilization among Women in Cameroon.;Budhwani H and Hearld KR and Dionne-Odom J and Manga S and Nulah K and Khan M and Welty T and Welty E and Tita AT;30776955;Yes;;2019;1;na;na;No;Yes;1;No;US;US;Cameroon Baptist Convention Health Services;CM;
Advancing In-Hospital Clinical Deterioration Prediction Models.;Jeffery AD and Dietrich MS and Fabbri D and Kennedy B and Novak LL and Coco J and Mion LC;30173171;Yes;;2018;9;na;na;No;Yes;;No;US;US;Not precisely specified;US;
Pregnancy Outcomes after Endometrial Ablation in a Multi-institutional Cohort.;Bauer AM and Hackney DN and El-Nashar S and Sheyn D;29528466;Yes;;2018;8;na;na;No;Yes;15;No;US;US;IBM;US;
Herpes zoster vaccine effectiveness against herpes zoster and postherpetic neuralgia in New Zealand: a retrospective cohort study.;Mbinta JF and Wang AX and Nguyen BP and Paynter J and Awuni PMA and Pine R and Sporle AA and Simpson CR;36879782;No (excluded before screening);Outside the search period;2023;2;na;na;No;Yes;1;No;NZ;NZ;New Zeeland Ministry of Health;NZ;
Expiratory airflow in late adolescence and early adulthood in individuals born very preterm or with very low birthweight compared with controls born at term or with normal birthweight: a meta-analysis of individual participant data.;Doyle LW and Andersson S and Bush A and Cheong JLY and Clemm H and Evensen KAI and Gough A and Halvorsen T and Hovi P and Kajantie E and Lee KJ and McGarvey L and Narang I and Näsänen-Gilmore P and Steinshamn S and Vollsaeter M and Vrijlandt EJLE;31078498;Yes;;2019;8;2018;9;Yes;No;10;No;AU;NL;Multiple;various;11.0
A Good Practice-Compliant Clinical Trial Imaging Management System for Multicenter Clinical Trials: Development and Validation Study.;Shin Y and Kim KW and Lee AJ and Sung YS and Ahn S and Koo JH and Choi CG and Ko Y and Kim HS and Park SH;31471962;No (excluded in title and abstract screening);No tabular data;2019;8;2019;4;No;Yes;;;;;;;4.0
Associations between body-mass index and COVID-19 severity in 6·9 million people in England: a prospective, community-based, cohort study.;Gao M and Piernas C and Astbury NM and Hippisley-Cox J and O'Rahilly S and Aveyard P and Jebb SA;33932335;Yes;;2021;6;2021;1;Yes;No;4;Yes;GB;GB;QResearch;GB;5.0
Heart Disease, Advanced Age, Minority Race, and Hispanic Ethnicity Are Associated With Mortality in COVID-19 Patients.;Conway BJ and Kim JW and Brousseau DC and Conroy M;34255958;Yes;;2021;7;na;na;Yes;No;22;Yes;US;US;Froedtert Health System, Childrens Hospital of Wisconsin;US;
An Unsupervised Cluster Analysis of Post-COVID-19 Mental Health Outcomes and Associated Comorbidities.;Brown KA and Sarkar IN and Crowley KM and Aluthge DP and Chen ES;37128434;Yes;;2022;;na;na;No;Yes;5;Yes;US;US;Rhode Island Quality Institute;US;
Patients Who Die by Suicide: A Study of Treatment Patterns and Patient Safety Incidents in Norway.;Krvavac S and Jansson B and Bukholm IRK and Wynn R and Bystad M;36078401;Yes;;2022;8;2022;7;No;Yes;20;No;NO;NO;The Norwegian System of Patient Injury Compensation;NO;1.0
Female genital mutilation - a blind spot in Dutch general practice? A case-control study.;Kawous R and Kerimova N and van den Muijsenbergh ME;33262149;Yes;;2021;1;2020;5;No;Yes;21;No;NL;NL;Multiple;NL;8.0
Screening for infection in unaccompanied asylum-seeking children and young people.;Williams B and Boullier M and Cricks Z and Ward A and Naidoo R and Williams A and Robinson K and Eisen S and Cohen J;32094246;Yes;;2020;6;na;na;No;Yes;1;No;GB;GB;Multiple;GB;
A Real-World Analysis of Commonly Prescribed FVIII Products Based on U.S. Medical Charts: Consumption and Bleeding Outcomes in Hemophilia A Patients.;Yan S and Maro GS and Desai V and Simpson ML;32820685;Yes;;2020;10;na;na;No;Yes;3;No;US;US;Multiple;US;
Ethnic inequalities in COVID-19 vaccine uptake and comparison to seasonal influenza vaccine uptake in Greater Manchester, UK: A cohort study.;Watkinson RE and Williams R and Gillibrand S and Sanders C and Sutton M;35239661;Yes;;2022;3;2021;10;No;Yes;22;Yes;GB;GB;NHS Greater Manchester;GB;5.0
General hospital admission rates in people diagnosed with personality disorder.;Fok ML and Chang CK and Broadbent M and Stewart R and Moran P;30689214;Yes;;2019;3;na;na;No;Yes;5;No;GB;GB;South London and Maudsley NHS Foundation Trust;GB;
Listening to Mental Health Crisis Needs at Scale: Using Natural Language Processing to Understand and Evaluate a Mental Health Crisis Text Messaging Service.;Liu Z and Peach RL and Lawrance EL and Noble A and Ungless MA and Barahona M;34939068;No (excluded in title and abstract screening);No tabular data;2021;;2021;9;No;Yes;;;;;;;
Antidepressant and antipsychotic treatment of Psychotic Major Depression in a British mental healthcare setting.;Jami ES and Pritchard M and Shetty H and Stewart R and Young AH and Heslin M;33961752;No (excluded before screening);Outside the search period;2023;2;na;na;No;Yes;5;No;GB;GB;South London and Maudsley NHS Foundation Trust;GB;
Death from cancer: frequent unscheduled care.;Mills SEE and Buchanan D and Donnan PT and Smith BH;35351803;Yes;;2022;3;2021;11;No;Yes;2;No;GB;GB;Multiple;GB;4.0
Establishment and 12-month progress of the New Zealand Motor Neurone Disease Registry.;Walker KL and Rodrigues MJ and Watson B and Reilly C and Scotter EL and Brunton H and Turnbull J and Roxburgh RH;30473407;No (excluded in title and abstract screening);No medical research (no new insights with direct relevance to health);2019;2;2018;10;No;Yes;;;;;;;4.0
