Title;Authors;PMID;Include;Reason for exclusion;Publishing year;ICD-10 chapter;COVID-19 research;First author;Senior author;Data source;Data origin;Data origin (World Bank income group)
Does real-time artificial intelligence-based visual pathology enhancement of three-dimensional optical coherence tomography scans optimise treatment decision in patients with nAMD? Rationale and design of the RAZORBILL study.;Holz FG and Abreu-Gonzalez R and Bandello F and Duval R and O'Toole L and Pauleikhoff D and Staurenghi G and Wolf A and Lorand D and Clemens A and Gmeiner B;34362776;No (excluded before screening);Outside the search period;2023;;;;;;;
Real-world treatment patterns and outcomes of abemaciclib for the treatment of HR+, HER2- metastatic breast cancer.;Cuyun Carter G and Sheffield KM and Gossai A and Huang YJ and Zhu YE and Bowman L and Nash Smyth E and Mathur R and Cohen AB and Rasmussen E and Balakrishna S and Morato Guimaraes C and Rybowski S and Seidman AD;33970738;Yes;n/a;2021;2;No;US;US;Flatiron Health;US;High-income economies
Development and external validation of prediction models for adverse health outcomes in rheumatoid arthritis: A multinational real-world cohort analysis.;Yang C and Williams RD and Swerdel JN and Almeida JR and Brouwer ES and Burn E and Carmona L and Chatzidionysiou K and Duarte-Salles T and Fakhouri W and Hottgenroth A and Jani M and Kolde R and Kors JA and Kullamaa L and Lane J and Marinier K and Michel A and Stewart HM and Prats-Uribe A and Reisberg S and Sena AG and Torre CO and Verhamme K and Vizcaya D and Weaver J and Ryan P and Prieto-Alhambra D and Rijnbeek PR;35728447;Yes;n/a;2022;13;No;NL;NL;Optum, Multiple;US, ES, EE, NL, DE, FR, UK, AU, JP;
Development of a screening algorithm for borderline personality disorder using electronic health records.;Zang C and Goodman M and Zhu Z and Yang L and Yin Z and Tamas Z and Sharma VM and Wang F and Shao N;35831356;Yes;n/a;2022;5;No;US;US;Cerner Corporation;US;High-income economies
Can natural language processing models extract and classify instances of interpersonal violence in mental healthcare electronic records: an applied evaluative study.;Botelle R and Bhavsar V and Kadra-Scalzo G and Mascio A and Williams MV and Roberts A and Velupillai S and Stewart R;35172999;No (excluded in title and abstract screening);No tabular data;2022;;;;;;;
Community-acquired pneumonia in infants: Not simply an acute event with complete recovery.;Lapidot R and Vietri J and Shaff M and Averin A and Lonshteyn A and Weycker D and Wasserman M and Farkouh R and Pelton SI;34864372;Yes;n/a;2022;10;No;US;US;Optum;US;High-income economies
Prevalence of non-communicable diseases and associated medication use among Syrian refugees in Lebanon: an analysis of country-wide data from the Sijilli electronic health records database.;Saleh S and Abdouni L and Dimassi H and Nabulsi D and Harb R and Jammoul Z and Hachach N and El Arnaout N;34663406;Yes;n/a;2021;;No;LB;LB;American University of Beirut;LB;Upper-middle-income economies
Accuracy of emergency physicians' self-estimates of CT scan utilization and its potential effect on an audit and feedback intervention: a randomized trial.;Larkin C and Sanseverino AM and Joseph J and Eisenhauer L and Reznek MA;34315533;No (excluded in title and abstract screening);No medical research (no new insights with direct relevance to health);2021;;;;;;;
Real-World Trends in Characteristics of Patients with Migraine Newly Initiated on Erenumab in the USA: A Retrospective Analysis.;Fang J and Korrer S and Johnson JC and Cheadle MA and Shah R and Ferraris ML and Lopez-Lopez C;33763828;Yes;n/a;2021;6;No;US;CH;Optum;US;High-income economies
Targeted Program in an Academic Rheumatology Practice to Improve Compliance With Opioid Prescribing Guidelines for the Treatment of Chronic Pain.;Wang EJ and Helgesen R and Johr CR and Lacko HS and Ashburn MA and Merkel PA;32558375;No (excluded in full-paper screening);4a (no patient data);2021;13;No;US;US;;?;
Identifying vulnerable populations at a university during the COVID-19 pandemic.;Tanabe KO and Hayden ME and Zunder B and Holstege CP;33577412;No (excluded before screening);Outside the search period;2023;22;Yes;US;US;Not precisely specified;US;High-income economies
Association Between Parental Type 1 and Type 2 Diabetes Diagnosis and Major Osteoporotic Fracture Risk in Adult Offspring: A Population-Based Cohort Study.;Hamad AF and Yan L and Leslie WD and Morin SN and Walld R and Roos LL and Yang S and Lix LM;34053878;No (not retrieved);Not retrieved;2022;;;;;;;
Adverse childhood experiences and adult self-harm in a female forensic population.;Holden R and Stables I and Brown P and Fotiadou M;33958018;Yes;n/a;2022;5;No;UK;UK;South London and Maudsley NHS Foundation Trust;UK;High-income economies
Validation analysis of a composite real-world mortality endpoint for patients with cancer in the United States.;Zhang Q and Gossai A and Monroe S and Nussbaum NC and Parrinello CM;33998685;Yes;n/a;2021;5;No;US;US;Flatiron Health;US;High-income economies
Word embeddings trained on published case reports are lightweight, effective for clinical tasks, and free of protected health information.;Flamholz ZN and Crane-Droesch A and Ungar LH and Weissman GE;34920127;No (excluded in title and abstract screening);No tabular data;2022;;;;;;;
Influence of sex on survival rates of HPV-positive oropharyngeal cancers.;Preissner SH and Nahles S and Preissner S and Heiland M and Koerdt S;36119465;Yes;n/a;2022;2;No;DE;DE;TriNetX;various;
Use of large scale EHR data to evaluate A1c utilization among sickle cell disease patients.;Sivasankar S and Cheng AL and Lubin IM and Lankachandra K and Hoffman MA;34537047;Yes;n/a;2021;3;No;US;US;Cerner Corporation;US;High-income economies
Timely orchiopexy by 18 months of age: Are we meeting the standards defined by the 2014 AUA guidelines?;Williamson SH and Davis-Dao CA and Huen KH and Ehwerhemuepha L and Chuang KW and Stephany HA and Wehbi EJ and Kain ZN;35981940;Yes;n/a;2022;17;No;US;US;Cerner Corporation;US;High-income economies
Variability in 30-day major amputation rates following endovascular peripheral vascular intervention for critical limb ischemia.;Provance JB and Spertus JA and Jones PG and Hoffman MA and Bunte MC and Vogel TR and Mena-Hurtado C and Smolderen KG;35603755;Yes;n/a;2022;9;No;US;US;Cerner Corporation;US;High-income economies
Psychiatric healthcare resource utilization following initiation of aripiprazole once-monthly: a retrospective real-world study.;Waters HC and Touya M and Wee SN and Ng M and Thadani S and Surendran S and Rentería M and Rush AJ and Patel R and Sarkar J and Fitzgerald HM and Han X;36380678;No (excluded before screening);Outside the search period;2023;5;No;US;US;Holmusk Technologies;US;High-income economies
Development and validation of an automated basal cell carcinoma histopathology information extraction system using natural language processing.;Ali SR and Strafford H and Dobbs TD and Fonferko-Shadrach B and Lacey AS and Pickrell WO and Hutchings HA and Whitaker IS;36439548;No (excluded in title and abstract screening);No tabular data;2022;;;;;;;
A new approach to identifying patients with elevated risk for Fabry disease using a machine learning algorithm.;Jefferies JL and Spencer AK and Lau HA and Nelson MW and Giuliano JD and Zabinski JW and Boussios C and Curhan G and Gliklich RE and Warnock DG;34930374;Yes;n/a;2021;4;No;US;US;OM1;US;High-income economies
Emergency Department Drug Surveillance (EDDS) hospital's urinalysis results compared with expanded re-testing by an independent laboratory, a pilot study.;Schwartz BE and Dezman Z and Billing AS and Heine K and Massey E and Artigiani EE and Motavalli M and Burch G and Gandhi P and Wish ED;34871979;No (not retrieved);Not retrieved;2022;;;;;;;
The impact of COVID-19 on adjusted mortality risk in care homes for older adults in Wales, UK: a retrospective population-based cohort study for mortality in 2016-2020.;Hollinghurst J and Lyons J and Fry R and Akbari A and Gravenor M and Watkins A and Verity F and Lyons RA;32951042;Yes;n/a;2021;22;Yes;UK;UK;SAIL Databank;UK;High-income economies
Development and Validation of Algorithms to Identify COVID-19 Patients Using a US Electronic Health Records Database: A Retrospective Cohort Study.;Brown CA and Londhe AA and He F and Cheng A and Ma J and Zhang J and Brooks CG and Sprafka JM and Roehl KA and Carlson KB and Page JH;35633659;Yes;n/a;2022;22;Yes;US;US;Optum;US;High-income economies
Academic-industry partnership advancing cannabis science: A Complementary Care Practice-Based Research Network.;Ennis N and Vance C and Bradbury R;35247600;No (excluded in title and abstract screening);No medical research (focus on data provision);2022;;;;;;;
Evaluation for clinical benefit of metformin in patients with idiopathic pulmonary fibrosis and type 2 diabetes mellitus: a national claims-based cohort analysis.;Teague TT and Payne SR and Kelly BT and Dempsey TM and McCoy RG and Sangaralingham LR and Limper AH;35410255;Yes;n/a;2022;10;No;US;US;Optum;US;High-income economies
Epidemiology of Eustachian tube dysfunction and related otologic diagnoses among children with achondroplasia.;Dorney I and Otteson T and Kaelber DC;36257169;No (not retrieved);Not retrieved;2022;;;;;;;
Ranking Methodology to Evaluate the Severity of a Quality Gap Using a National EHR Database.;Sivasankar S and Cheng AL and Hoffman M;34457172;Yes;n/a;2021;3;No;US;US;Cerner Corporation;US;High-income economies
Antidepressant treatment and blood pressure control in patients with comorbid depression and treatment resistant hypertension.;Breeden M and Gillis A and Salas J and Scherrer JF;34906849;No (not retrieved);Not retrieved;2022;;;;;;;
Irritable bowel syndrome is strongly associated with the primary and idiopathic mast cell disorders.;Kurin M and Elangovan A and Alikhan MM and Al Dulaijan B and Silver E and Kaelber DC and Cooper G;34535952;Yes;n/a;2022;11;No;US;US;IBM;US;High-income economies
Middle ear cholesteatoma prevalence in over 3,600 children with Turner Syndrome.;Dorney I and Otteson T and Kaelber DC;35987131;No (not retrieved);Not retrieved;2022;;;;;;;
Provider specialty and odds of a new codeine, hydrocodone, oxycodone and tramadol prescription before and after the CDC opioid prescribing guideline publication.;Tucker J and Salas J and Zhang Z and Grucza R and Scherrer JF;33636196;No (not retrieved);Not retrieved;2021;;;;;;;
Performance of Multiple Imputation Using Modern Machine Learning Methods in Electronic Health Records Data.;Getz K and Hubbard RA and Linn KA;36722803;No (excluded before screening);Outside the search period;2023;;;;;;;
Underutilization of prophylactic rectal indomethacin and pancreatic duct stent for prevention of post-ERCP Pancreatitis.;Issak A and Elangovan A and Ferguson RD and Waghray N and Sandhu DS;34222616;Yes;n/a;2021;11;No;US;US;IBM;US;High-income economies
Impact of diabetes status and related factors on COVID-19-associated hospitalization: A nationwide retrospective cohort study of 116,370 adults with SARS-CoV-2 infection.;Tallon EM and Ebekozien O and Sanchez J and Staggs VS and Ferro D and McDonough R and Demeterco-Berggren C and Polsky S and Gomez P and Patel N and Prahalad P and Odugbesan O and Mathias P and Lee JM and Smith C and Shyu CR and Clements MA;36400172;Yes;n/a;2022;4;Yes;US;US;Cerner Corporation;US;High-income economies
Differential frequency in imaging-based outcome measurement: Bias in real-world oncology comparative-effectiveness studies.;Adamson BJS and Ma X and Griffith SD and Sweeney EM and Sarkar S and Bourla AB;34227170;Yes;n/a;2022;2;No;US;US;Flatiron Health;US;High-income economies
Early Albumin Infusion Is Associated With Greater Survival to Discharge Among Patients With Sepsis/Septic Shock Who Develop Severe Acute Kidney Injury Among Patients With Sepsis/Septic Shock Who Develop Severe Acute Kidney Injury.;Raghunathan K and Kempker JA and Davis EA and Sindhwani NS and Telang S and Lodaya K and Martin GS;36583206;Yes;n/a;2022;18;No;US;US;Cerner Corporation;US;High-income economies
Achievement of glycemic control and antidepressant medication use in comorbid depression and type 2 diabetes.;Brieler JA and Salas J and Keegan-Garrett E and Scherrer JF;36566931;No (excluded before screening);Outside the search period;2023;;;;;;;
Incidence of COVID-19 Vaccination-Related Uveitis and Effects of Booster Dose in a Tertiary Uveitis Referral Center.;Chew MC and Wiryasaputra S and Wu M and Khor WB and Chan ASY;35814745;Yes;n/a;2022;22;Yes;SG;SG;Singapore National Eye Center;SG;High-income economies
Associations with baseline visual acuity in 12,414 eyes starting treatment for neovascular AMD.;Relton SD and Chi GC and Lotery AJ and West RM and McKibbin M;36028762;No (excluded before screening);Outside the search period;2023;7;No;UK;UK;Multiple;UK;High-income economies
De-identifying Spanish medical texts - named entity recognition applied to radiology reports.;Pérez-Díez I and Pérez-Moraga R and López-Cerdán A and Salinas-Serrano JM and la Iglesia-Vayá M;33781334;No (excluded in title and abstract screening);No medical research (focus on anonymization);2021;;;;;;;
Using machine learning to model older adult inpatient trajectories from electronic health records data.;Herrero-Zazo M and Fitzgerald T and Taylor V and Street H and Chaudhry AN and Bradley JR and Birney E and Keevil VL;36691609;No (excluded before screening);Outside the search period;2023;;No;UK;UK;Not precisely specified;UK;High-income economies
